state_name,drug_name,generic_name,bene_count,prescriber_count,total_claim_count,total_drug_cost
National Total,SOTALOL AF,SOTALOL HCL,17383,13953,67556,2204385.93
National Total,SOVALDI,SOFOSBUVIR,482,286,483,14211999.52
National Total,SPECIALTY USE NEEDLES,NEEDLES DISPOSABLE,78,75,139,1684.54
National Total,SPECTRACEF,CEFDITOREN PIVOXIL,124,109,169,70511.58
National Total,SPINOSAD,SPINOSAD,78,79,102,20156.87
National Total,SPIRIVA,TIOTROPIUM BROMIDE,1181599,247099,5735127,1958581193
National Total,SPIRONOLACTONE,SPIRONOLACTONE,1018551,272981,5000447,71511602.04
National Total,SPIRONOLACTONE-HCTZ,SPIRONOLACT/HYDROCHLOROTHIAZID,72227,37982,334963,8553212.2
National Total,SPORANOX,ITRACONAZOLE,790,656,2751,3095145.91
National Total,SPRINTEC,NORGESTIMATE-ETHINYL ESTRADIOL,6960,7185,31897,618024.29
National Total,SPRIX,KETOROLAC TROMETHAMINE,632,544,1143,217772.08
National Total,SPRYCEL,DASATINIB,3152,2880,20444,158278140
National Total,SPS,SODIUM POLYSTYRENE SULFONATE,58184,29697,131442,5338758.48
National Total,SRONYX,LEVONORGESTREL-ETH ESTRADIOL,569,625,2647,75136.77
National Total,SSD,SILVER SULFADIAZINE,133083,69649,221869,4716665.74
National Total,SSD AF,SILVER SULFADIAZINE,353,324,514,10851.03
National Total,SSKI,POTASSIUM IODIDE,307,236,439,11188.74
National Total,STAGESIC,HYDROCODONE/ACETAMINOPHEN,650,588,1185,29449.21
National Total,STALEVO 100,CARBIDOPA/LEVODOPA/ENTACAPONE,2336,2017,10975,5754760.74
National Total,STALEVO 125,CARBIDOPA/LEVODOPA/ENTACAPONE,929,808,4402,2440834.4
National Total,STALEVO 150,CARBIDOPA/LEVODOPA/ENTACAPONE,1915,1684,9651,5147760.8
National Total,STALEVO 200,CARBIDOPA/LEVODOPA/ENTACAPONE,1473,1353,7226,4039571.05
National Total,STALEVO 50,CARBIDOPA/LEVODOPA/ENTACAPONE,633,601,2774,1201410.43
National Total,STALEVO 75,CARBIDOPA/LEVODOPA/ENTACAPONE,538,507,2396,1241130.85
National Total,STANNOUS FLUORIDE,STANNOUS FLUORIDE,1233,1016,2435,32861.37
National Total,STARLIX,NATEGLINIDE,885,962,3978,1086813.25
National Total,STAVUDINE,STAVUDINE,1420,1329,10922,1204307.64
National Total,STAVZOR,VALPROIC ACID,589,650,3486,1175977.2
National Total,STAXYN,VARDENAFIL HCL,2800,1231,7142,608157.52
National Total,STELARA,USTEKINUMAB,3037,2119,9002,89506770.8
National Total,STERI-PAD,GAUZE BANDAGE,82,72,132,823.76
National Total,STERILE PADS,GAUZE BANDAGE,84,78,141,1025.8
National Total,STIMATE,DESMOPRESSIN ACETATE,384,342,554,360353.77
National Total,STIVARGA,REGORAFENIB,3388,2571,8904,83896193.87
National Total,STRATTERA,ATOMOXETINE HCL,22377,19418,129361,36518238.88
National Total,STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE,74,70,268,30703.53
National Total,STRIANT,TESTOSTERONE,177,191,449,217125.32
National Total,STRIBILD,ELVITEGR/COBICIST/EMTRIC/TENOF,6217,3028,36110,88756674.03
National Total,STROMECTOL,IVERMECTIN,29312,13436,41551,1646764.23
National Total,STRONG IODINE,POTASSIUM IODIDE/IODINE,32,30,49,743.22
National Total,STROVITE,VITAMIN B COMP AND VIT C NO.6,25,25,35,1081.69
National Total,STROVITE ONE,MVMIN #10/FA/D3/ALIP ACID/LUT,1746,992,6446,266205.23
National Total,STROVITE PLUS,MULTIVIT IRON MIN #6 FA,167,166,536,27231.83
National Total,SUBLIMAZE,FENTANYL CITRATE/PF,24,11,35,158.52
National Total,SUBOXONE,BUPRENORPHINE HCL/NALOXONE HCL,51406,12477,446701,149627043.4
National Total,SUBSYS,FENTANYL,1320,444,5072,29918915.55
National Total,SUCLEAR,PEG 3350-BOWEL 2TWO PART PREP,657,194,660,44088.34
National Total,SUCRALFATE,SUCRALFATE,387083,145369,1207996,40786099.99
National Total,SULAR,NISOLDIPINE,624,679,3467,2078483.6
National Total,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,80697,41166,98897,3901310.97
National Total,SULFACETAMIDE SODIUM-SULFUR,SULFACETAMIDE SODIUM/SULFUR,45,45,50,3693.46
National Total,SULFACETAMIDE-PREDNISOLONE,SULFACETAMIDE/PREDNISOLONE SP,7553,2761,13019,260112.01
National Total,SULFADIAZINE,SULFADIAZINE,847,912,2893,1261368.76
National Total,SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE/TRIMETHOPRIM,3003496,487149,4730591,31768034.64
National Total,SULFAMIDE,SULFACETAMIDE SODIUM,1731,1409,1930,65249.38
National Total,SULFAMYLON,MAFENIDE ACETATE,440,339,758,85655.08
National Total,SULFASALAZINE,SULFASALAZINE,61505,35177,250724,7463847.81
National Total,SULFASALAZINE DR,SULFASALAZINE,17589,8258,63482,3254757.31
National Total,SULFAZINE,SULFASALAZINE,22026,16346,75808,2926492.46
National Total,SULFAZINE EC,SULFASALAZINE,11489,6095,41045,1954688.14
National Total,SULINDAC,SULINDAC,100986,38040,318222,6119676.17
National Total,SUMADAN,SULFACETAMIDE SODIUM/SULFUR,28,25,29,7426.53
National Total,SUMATRIPTAN,SUMATRIPTAN,9132,9580,29823,8322094.03
National Total,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,254850,139876,1038806,65453892.45
National Total,SUMAVEL DOSEPRO,SUMATRIPTAN SUCCINATE,1573,1234,4631,3845804.4
National Total,SUMAXIN,SULFACETAMIDE SODIUM/SULFUR,15,14,16,4579.11
National Total,SUPPORT-500,B COMPLEX WITH VITAMIN C,  ,  ,16,368.19
National Total,SUPRAX,CEFIXIME,20226,12080,25500,4790835.13
National Total,SUPRENZA ODT,PHENTERMINE HCL,11,  ,26,2187.6
National Total,SUPREP,SODIUMPOTASSIUM&MAG SULFATES,262019,13606,266099,19363297.97
National Total,SURE COMFORT,NEEDLES INSULIN DISPOSABLE,25344,17775,76417,2354091.44
National Total,SURE COMFORT,SYRING W-NDLDISPINSUL0.3ML,10322,8021,30721,726754.99
National Total,SURE COMFORT,SYRING W-NDLDISPINSUL0.5ML,42172,23337,153299,3574091.69
National Total,SURE COMFORT,SYRINGE & NEEDLEINSULIN1 ML,29629,19184,100873,2452747.42
National Total,SURE COMFORT ALCOHOL,ALCOHOL ANTISEPTIC PADS,10378,5452,35989,326081.89
National Total,SURE-FINE PEN NEEDLES,NEEDLES INSULIN DISPOSABLE,626,521,1521,49258.12
National Total,SURE-JECT INSULIN SYRINGE,SYRING W-NDLDISPINSUL0.3ML,149,127,475,9337.1
National Total,SURE-JECT INSULIN SYRINGE,SYRING W-NDLDISPINSUL0.5ML,336,274,987,17309.58
National Total,SURE-JECT INSULIN SYRINGE,SYRINGE & NEEDLEINSULIN1 ML,464,349,1631,35040.16
National Total,SURE-PREP ALCOHOL PREP PADS,ALCOHOL ANTISEPTIC PADS,10417,9095,24478,479962.17
National Total,SURMONTIL,TRIMIPRAMINE MALEATE,311,338,1372,487203.29
National Total,SUSTIVA,EFAVIRENZ,10833,6818,93565,67135539.46
National Total,SUTENT,SUNITINIB MALATE,4187,3249,19347,145711821.2
National Total,SYEDA,ETHINYL ESTRADIOL/DROSPIRENONE,783,873,4026,280335
National Total,SYLATRON,PEGINTERFERON ALFA-2B,75,73,299,2309528.3
National Total,SYLATRON 4-PACK,PEGINTERFERON ALFA-2B,28,28,127,745686.46
National Total,SYMAX,HYOSCYAMINE SULFATE,19,19,37,3085.59
National Total,SYMAX DUOTAB,HYOSCYAMINE SULFATE,29,29,55,9341.42
National Total,SYMAX-SL,HYOSCYAMINE SULFATE,126,118,235,15633.08
National Total,SYMAX-SR,HYOSCYAMINE SULFATE,  ,  ,13,715.44
National Total,SYMBICORT,BUDESONIDE/FORMOTEROL FUMARATE,655994,181040,2464711,683507022.2
National Total,SYMBYAX,OLANZAPINE/FLUOXETINE HCL,1507,1437,6657,3033282.26
National Total,SYMLINPEN 120,PRAMLINTIDE ACETATE,4824,3468,22421,23236099.09
National Total,SYMLINPEN 60,PRAMLINTIDE ACETATE,1908,1719,6954,4800010.4
National Total,SYNAGIS,PALIVIZUMAB,11,11,44,126597
National Total,SYNALAR,FLUOCINOLONE ACETONIDE,277,233,329,75590.32
National Total,SYNALAR,FLUOCINOLONE/EMOL CMB#65,29,21,33,7152.26
National Total,SYNALAR TS,FLUOCINOLONE/SKIN CLNSR28,76,55,98,27367.4
National Total,SYNALGOS-DC,DIHYDROCODEINE/ASPIRIN/CAFFEIN,22,23,65,10207.62
National Total,SYNAREL,NAFARELIN ACETATE,15,14,44,67138.64
National Total,SYNERA,LIDOCAINE/TETRACAINE,107,104,212,86045.11
National Total,SYNERCID,QUINUPRISTIN/DALFOPRISTIN,34,34,118,236761.86
National Total,SYNRIBO,OMACETAXINE MEPESUCCINATE,11,11,64,510452.88
National Total,SYNTHROID,LEVOTHYROXINE SODIUM,1102542,197521,5727870,180368597
National Total,SYPRINE,TRIENTINE HCL,98,120,631,3796499.45
National Total,SYREX,0.9 % SODIUM CHLORIDE,  ,  ,25,2142.21
National Total,TABLOID,THIOGUANINE,116,78,438,212924.34
National Total,TACLONEX,CALCIPOTRIENE/BETAMETHASONE,11140,7553,21997,19435144.2
National Total,TACROLIMUS,TACROLIMUS,19610,10761,121926,42964899.23
National Total,TAFINLAR,DABRAFENIB MESYLATE,188,152,475,3515971.28
National Total,TALWIN,PENTAZOCINE LACTATE,  ,  ,31,159159.48
National Total,TAMBOCOR,FLECAINIDE ACETATE,21,21,47,12466.99
National Total,TAMIFLU,OSELTAMIVIR PHOSPHATE,481832,153934,518295,56913111.48
National Total,TAMOXIFEN CITRATE,TAMOXIFEN CITRATE,87642,33345,444453,9913528.53
National Total,TAMSULOSIN HCL,TAMSULOSIN HCL,2250882,340594,11200938,270801108.6
National Total,TANDEM PLUS,IRON FUM&POLYSAC#1/FA/MV NO.18,118,119,449,12842.83
National Total,TAPAZOLE,METHIMAZOLE,305,328,1191,74144.26
National Total,TARCEVA,ERLOTINIB HCL,14237,6795,71058,396670262
National Total,TARGRETIN,BEXAROTENE,743,634,4053,29897513.31
National Total,TARKA,TRANDOLAPRIL/VERAPAMIL HCL,4779,4882,22419,4633635.81
National Total,TARON FORTE,IRON BG&PS/VIT C/B12/FA/CA THR,38,33,213,5113.87
National Total,TARON-C DHA,PNV#16/IRON FUM & PS/FA/OM-3,109,111,254,7975.42
National Total,TARON-PREX PRENATAL,PNV39/IRON FUMARATE/FA/DSS/DHA,17,18,67,3793.04
National Total,TASIGNA,NILOTINIB HCL,2808,2574,20746,154917331.6
National Total,TASMAR,TOLCAPONE,348,307,2698,4622151.25
National Total,TAXOTERE,DOCETAXEL,37,30,129,343848.49
National Total,TAZICEF,CEFTAZIDIME PENTAHYDRATE,1011,918,2045,178242.45
National Total,TAZORAC,TAZAROTENE,8101,5945,15081,5905561.82
National Total,TAZTIA XT,DILTIAZEM HCL,65285,51672,301287,19019089.49
National Total,TEARS AGAIN HYDRATE,FLAXSEED/EVENING PRIM/BILBERRY,  ,  ,16,802.44
National Total,TECFIDERA,DIMETHYL FUMARATE,8158,2856,29704,159212766
National Total,TEFLARO,CEFTAROLINE FOSAMIL ACETATE,1698,1379,6694,3560000.85
National Total,TEGRETOL,CARBAMAZEPINE,7344,7505,55276,11092554.17
National Total,TEGRETOL XR,CARBAMAZEPINE,19799,17806,135121,18288980.95
National Total,TEKAMLO,ALISKIREN/AMLODIPINE BESYLATE,1214,1259,6939,1181109.56
National Total,TEKTURNA,ALISKIREN HEMIFUMARATE,50064,36485,293601,49278669.29
National Total,TEKTURNA HCT,ALISKIREN/HYDROCHLOROTHIAZIDE,10618,9665,59084,10311765.42
National Total,TEMAZEPAM,TEMAZEPAM,691579,186016,3184787,44800578.25
National Total,TEMOVATE,CLOBETASOL PROPIONATE,130,126,205,56697.2
National Total,TENCON,BUTALBITAL/ACETAMINOPHEN,212,171,330,12380.03
National Total,TENIVAC,TETANUS AND DIPHTHERIA TOX/PF,3974,1450,4042,133856.29
National Total,TENORETIC 100,ATENOLOL/CHLORTHALIDONE,70,75,348,41155.36
National Total,TENORETIC 50,ATENOLOL/CHLORTHALIDONE,236,251,1077,90675.54
National Total,TENORMIN,ATENOLOL,3631,3985,19056,2113172.48
National Total,TERAZOL 3,TERCONAZOLE,158,159,209,10512.23
National Total,TERAZOL 7,TERCONAZOLE,161,166,322,15870.64
National Total,TERAZOSIN HCL,TERAZOSIN HCL,478475,167079,2372459,30602624.53
National Total,TERBINAFINE HCL,TERBINAFINE HCL,220266,85067,418555,5357583.04
National Total,TERBUTALINE SULFATE,TERBUTALINE SULFATE,4908,3850,23741,1502424.93
National Total,TERCONAZOLE,TERCONAZOLE,99238,47453,148267,4781886.59
National Total,TERSI FOAM,SELENIUM SULFIDE,20,20,26,5429.12
National Total,TERUMO INSULIN SYRINGE,SYRING W-NDLDISPINSUL0.5ML,303,277,952,15259.93
National Total,TERUMO INSULIN SYRINGE,SYRINGE & NEEDLEINSULIN1 ML,172,154,554,6887.03
National Total,TERUMO SURGUARD,SYRINGE & NEEDLEINSULIN1 ML,  ,  ,11,234.74
National Total,TESSALON PERLE,BENZONATATE,35,34,44,3549.08
National Total,TESTIM,TESTOSTERONE,20213,15009,67700,34599124.69
National Total,TESTOPEL,TESTOSTERONE,369,197,549,522820.47
National Total,TESTOSTERONE CYPIONATE,TESTOSTERONE CYPIONATE,131307,56360,330115,20670341.86
National Total,TESTOSTERONE ENANTHATE,TESTOSTERONE ENANTHATE,9556,7277,22585,1718640.78
National Total,TESTRED,METHYLTESTOSTERONE,144,146,474,813211.69
National Total,TETANUS DIPHTHERIA TOXOIDS,TETANUS & DIPHTHERIA TOXADULT,11652,6512,15429,556608.19
National Total,TETANUS TOXOID ADSORBED,TETANUS TOXOIDADSORBED/PF,5445,3767,5493,298084.78
National Total,TETANUS-DIPHTERIA-DECAVAC,TETANUS AND DIPHTHERIA TOX/PF,6514,3449,7150,359218.78
National Total,TETRACAINE HCL,TETRACAINE HCL,129,126,152,2594.47
National Total,TETRACAINE HCL,TETRACAINE HCL/PF,59,35,80,5090.03
National Total,TETRACYCLINE HCL,TETRACYCLINE HCL,3307,3130,3841,198084.49
National Total,TEV-TROPIN,SOMATROPIN,134,142,798,951162.07
National Total,TEVETEN,EPROSARTAN MESYLATE,310,334,1369,247183.53
National Total,TEVETEN HCT,EPROSARTAN/HYDROCHLOROTHIAZIDE,421,466,2154,459715.79
National Total,TEXACORT,HYDROCORTISONE,141,125,207,36881.9
National Total,THALITONE,CHLORTHALIDONE,71,72,123,5931.77
National Total,THALOMID,THALIDOMIDE,2679,2140,15004,100215484.4
National Total,THEO-24,THEOPHYLLINE ANHYDROUS,13580,11112,67195,7686307.93
National Total,THEOPHYLLINE,THEOPHYLLINE ANHYDROUS,11402,9642,57741,3760822.94
National Total,THEOPHYLLINE ANHYDROUS,THEOPHYLLINE ANHYDROUS,121159,67231,660755,12244039.92
National Total,THERMAZENE,SILVER SULFADIAZINE,4155,3119,6131,88171.81
National Total,THIAMINE HCL,THIAMINE HCL,  ,  ,14,500.45
National Total,THINPRO INSULIN SYRINGE,SYRING W-NDLDISPINSUL0.3ML,135,144,337,10289.36
National Total,THINPRO INSULIN SYRINGE,SYRING W-NDLDISPINSUL0.5ML,371,383,1050,35589.22
National Total,THINPRO INSULIN SYRINGE,SYRINGE & NEEDLEINSULIN1 ML,335,343,898,28437.81
National Total,THIOLA,TIOPRONIN,81,85,440,137504.24
National Total,THIORIDAZINE HCL,THIORIDAZINE HCL,16796,15768,151270,3607502.99
National Total,THIOTHIXENE,THIOTHIXENE,19085,16149,156352,4419208.78
National Total,THYROLAR-1/2,LIOTRIX,  ,  ,13,378.29
National Total,THYROLAR-2,LIOTRIX,  ,  ,13,316.15
National Total,TIAGABINE HCL,TIAGABINE HCL,3822,3599,22221,9815250.53
National Total,TIAZAC,DILTIAZEM HCL,1141,1255,5926,569587.83
National Total,TICLOPIDINE HCL,TICLOPIDINE HCL,5249,5401,24372,1831501.77
National Total,TIGAN,TRIMETHOBENZAMIDE HCL,1382,747,2012,186077.82
National Total,TIKOSYN,DOFETILIDE,29162,9103,187940,66554867.19
National Total,TILIA FE,NORETH A-ET ESTRA/FE FUMARATE,187,212,984,55219.73
National Total,TIMENTIN,TICARCILLIN/K CLAVULANATE,36,37,101,28498.43
National Total,TIMOLOL MALEATE,TIMOLOL MALEATE,556432,88554,2295974,48888404.63
National Total,TIMOPTIC,TIMOLOL MALEATE,761,753,2366,440603.75
National Total,TIMOPTIC OCUDOSE,TIMOLOL MALEATE/PF,4620,2852,16169,6488988.98
National Total,TIMOPTIC-XE,TIMOLOL MALEATE,1277,1157,4494,885459.12
National Total,TINDAMAX,TINIDAZOLE,310,296,375,79114.55
National Total,TINIDAZOLE,TINIDAZOLE,3664,2679,4842,622534.83
National Total,TIROSINT,LEVOTHYROXINE SODIUM,6651,4839,26349,1957712.78
National Total,TIS-U-SOL,RINGERS SOLUTION,  ,  ,11,82.3
National Total,TIVICAY,DOLUTEGRAVIR SODIUM,2345,1204,5105,7082872.37
National Total,TIZANIDINE HCL,TIZANIDINE HCL,650870,150625,2582476,78825233.91
National Total,TL G-FOL OS,CAL CARB/MGOX/D3/B12/FA/B6/BOR,40,38,139,2227.29
National Total,TL ICON,FE FUMARATE/VIT C/B12-IF/FA,59,57,174,6563.19
National Total,TL-FOL 500,FERROUS SULFATE/VIT C/FA,22,22,61,1752.76
National Total,TL-HEM 150,IRONCARB/DSS/B12IF/FA/MV-MN,132,115,365,8494.2
National Total,TL-SELECT,PNV80/IRON FUMARATE/FA/DSS/DHA,  ,  ,11,810.38
National Total,TOBI,TOBRAMYCIN IN 0.225% NACL,732,686,1651,7568844.95
National Total,TOBI PODHALER,TOBRAMYCIN,512,267,828,5712388.6
National Total,TOBRADEX,TOBRAMYCIN/DEXAMETHASONE,110242,36480,158072,27087276.89
National Total,TOBRADEX ST,TOBRAMYCIN/DEXAMETHASONE,20142,8381,24984,3098646.77
National Total,TOBRAMYCIN,TOBRAMYCIN,184914,65223,232653,2740937.85
National Total,TOBRAMYCIN,TOBRAMYCIN IN 0.225% NACL,63,62,75,357435.05
National Total,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,7932,5643,17960,3568132.75
National Total,TOBRAMYCIN SULFATE IN NS,TOBRAMYCIN/SODIUM CHLORIDE,19,18,87,4268.31
National Total,TOBRAMYCIN-DEXAMETHASONE,TOBRAMYCIN/DEXAMETHASONE,354159,77739,477184,45909115.17
National Total,TOBREX,TOBRAMYCIN,12930,9618,16961,1721388.29
National Total,TOFRANIL,IMIPRAMINE HCL,108,123,496,361946.56
National Total,TOFRANIL-PM,IMIPRAMINE PAMOATE,74,86,435,398021
National Total,TOLAZAMIDE,TOLAZAMIDE,1617,1273,5475,1278635.73
National Total,TOLBUTAMIDE,TOLBUTAMIDE,1103,753,4820,487278.24
National Total,TOLMETIN SODIUM,TOLMETIN SODIUM,1601,1445,5590,896712
National Total,TOLTERODINE TARTRATE,TOLTERODINE TARTRATE,48865,40365,195021,31605369.48
National Total,TOPAMAX,TOPIRAMATE,7684,7368,59971,48866298.56
National Total,TOPCARE CLICKFINE,NEEDLES INSULIN DISPOSABLE,231,215,562,12358.25
National Total,TOPCARE ULTRA COMFORT,SYRING W-NDLDISPINSUL0.3ML,115,118,299,5002.09
National Total,TOPCARE ULTRA COMFORT,SYRING W-NDLDISPINSUL0.5ML,224,217,611,10393.02
National Total,TOPCARE ULTRA COMFORT,SYRINGE & NEEDLEINSULIN1 ML,277,268,714,12591.18
National Total,TOPICORT,DESOXIMETASONE,1529,1249,2037,706707.47
National Total,TOPIRAMATE,TOPIRAMATE,415961,159563,2444448,67083240.14
National Total,TOPOSAR,ETOPOSIDE,28,26,59,3540.78
National Total,TOPOTECAN HCL,TOPOTECAN HCL,36,30,105,135914.79
National Total,TOPROL XL,METOPROLOL SUCCINATE,273415,104177,996934,73869739.93
National Total,TORISEL,TEMSIROLIMUS,15,14,80,338590.26
National Total,TORSEMIDE,TORSEMIDE,250912,101593,1190622,27047296.04
National Total,TOVIAZ,FESOTERODINE FUMARATE,111134,53380,504718,104592215.2
National Total,TOZAL,MV MIN CMB#22/LUT/OM3/DHA/EPA,  ,  ,31,2037.31
National Total,TPN ELECTROLYTES,SODIUM/K+/MAG/CA/CHLOR/ACETATE,  ,  ,15,216.4
National Total,TRACLEER,BOSENTAN,7100,3134,64824,445282905
National Total,TRADJENTA,LINAGLIPTIN,105373,45911,494684,152777027.1
National Total,TRAMADOL HCL,TRAMADOL HCL,3874029,489215,13164093,133559169.6
National Total,TRAMADOL HCL ER,TRAMADOL HCL,43834,34058,158546,25307517.97
National Total,TRAMADOL HCL-ACETAMINOPHEN,TRAMADOL HCL/ACETAMINOPHEN,398030,98682,1112354,31400478.41
National Total,TRANDOLAPRIL,TRANDOLAPRIL,30105,24613,172700,5763190.02
National Total,TRANDOLAPRIL-VERAPAMIL,TRANDOLAPRIL/VERAPAMIL HCL,44,45,68,6518.55
National Total,TRANEXAMIC ACID,TRANEXAMIC ACID,1014,975,2149,335032.55
National Total,TRANSDERM-SCOP,SCOPOLAMINE,99770,64434,198038,18414732.79
National Total,TRANXENE T-TAB,CLORAZEPATE DIPOTASSIUM,393,435,1705,587130.14
National Total,TRANYLCYPROMINE SULFATE,TRANYLCYPROMINE SULFATE,1881,2083,12016,3958319.16
National Total,TRAVASOL,PARENTERAL AMINO ACID 10% NO.6,300,338,2898,399489.77
National Total,TRAVATAN Z,TRAVOPROST,439648,81302,2013246,287955459.4
National Total,TRAVOPROST,TRAVOPROST (BENZALKONIUM),4729,3462,9239,1165263
National Total,TRAZODONE HCL,TRAZODONE HCL,1758565,308818,9147539,75906575.98
National Total,TREANDA,BENDAMUSTINE HCL,148,112,574,3817124.72
National Total,TRECATOR,ETHIONAMIDE,  ,  ,20,5910.62
National Total,TRELSTAR,TRIPTORELIN PAMOATE,1506,556,4156,8673226.22
National Total,TRELSTAR DEPOT,TRIPTORELIN PAMOATE,  ,  ,21,17439.33
National Total,TRENTAL,PENTOXIFYLLINE,32,29,47,2875.47
National Total,TRETIN-X,TRETINOIN,212,179,276,66348.06
National Total,TRETIN-X,TRETINOIN/EMOL CMB9/SKIN CLN1,32,29,55,14017.26
National Total,TRETINOIN,TRETINOIN,78638,35503,142473,14157649.71
National Total,TRETINOIN,TRETINOIN/EMOLLIENT BASE,30,30,39,5031.4
National Total,TRETINOIN MICROSPHERE,TRETINOIN MICROSPHERES,1759,1557,2582,1098254.26
National Total,TREXALL,METHOTREXATE SODIUM,529,475,2069,370332.08
National Total,TREXIMET,SUMATRIPTAN SUCC/NAPROXEN SOD,3041,3158,11856,3697599.37
National Total,TREZIX,DHCODEINE BT/ACETAMINOPHN/CAFF,708,581,1615,218220.04
National Total,TRI-ESTARYLLA,NORGESTIMATE-ETHINYL ESTRADIOL,160,169,638,7328.49
National Total,TRI-LEGEST FE,NORETH A-ET ESTRA/FE FUMARATE,243,301,1547,84790.56
National Total,TRI-LINYAH,NORGESTIMATE-ETHINYL ESTRADIOL,1047,1131,4848,94944.75
National Total,TRI-LUMA,FLUOCINOLONE/TRETINOIN/H-QUIN,70,70,96,10744.69
National Total,TRI-NORINYL,NORETHINDRONE-ETHINYL ESTRAD,  ,  ,12,1110.55
National Total,TRI-PREVIFEM,NORGESTIMATE-ETHINYL ESTRADIOL,2904,3136,14041,288926.39
National Total,TRI-SPRINTEC,NORGESTIMATE-ETHINYL ESTRADIOL,6912,7398,33671,588677.04
National Total,TRIADVANCE,PRENATAL VIT 15/IRON CB/FA/DSS,94,94,401,3316.78
National Total,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,1916798,313307,3530012,82623216.42
National Total,TRIAMTERENE-HCTZ,TRIAMTERENE/HYDROCHLOROTHIAZID,897209,206160,4245009,55128922.19
National Total,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,187925,90432,853204,9781436.01
National Total,TRIANEX,TRIAMCINOLONE ACETONIDE,1278,1101,1894,395589.41
National Total,TRIAZOLAM,TRIAZOLAM,61666,35992,183982,3127496.35
National Total,TRIBENZOR,OLMESARTAN/AMLODIPIN/HCTHIAZID,33581,19501,175831,37457849.92
National Total,TRICARE,PRENATAL #103/IRON FUMARATE/FA,31,27,84,2779.83
National Total,TRICARE PRENATAL DHA ONE,PNV#20/IRON/FA/DS/FISH/DHA/EPA,15,15,53,2946.31
National Total,TRICITRATES,SOD/POT/K CIT/SOD CIT/CIT ACID,86,89,276,12969.98
National Total,TRICON,FE FUMARATE/VIT C/B12-IF/FA,15,16,44,949.18
National Total,TRICOR,FENOFIBRATE NANOCRYSTALLIZED,72705,51129,223037,58479678.97
National Total,TRIDERM,TRIAMCINOLONE ACETONIDE,26,26,48,949.98
National Total,TRIESENCE,TRIAMCINOLONE ACETONIDE/PF,33,27,52,11569.06
National Total,TRIFLUOPERAZINE HCL,TRIFLUOPERAZINE HCL,16570,14451,124808,4692880.37
National Total,TRIFLURIDINE,TRIFLURIDINE,13051,8889,17981,2534221.93
National Total,TRIGELS-F FORTE,IRON FUMARATE/VIT C/VIT B12/FA,78,69,183,4643.15
National Total,TRIGLIDE,FENOFIBRATE NANOCRYSTALLIZED,1476,1337,4143,1446244.69
National Total,TRIHEXYPHENIDYL HCL,TRIHEXYPHENIDYL HCL,50271,32085,369417,4265385.63
National Total,TRILEPTAL,OXCARBAZEPINE,3553,3484,27855,16582750.84
National Total,TRILIPIX,FENOFIBRIC ACID (CHOLINE),128799,61977,530038,115010821.5
National Total,TRILYTE WITH FLAVOR PACKETS,SODIUM CHLORIDE/NAHCO3/KCL/PEG,101177,12457,104347,1995890.55
National Total,TRIMETHOBENZAMIDE HCL,TRIMETHOBENZAMIDE HCL,8329,5970,16871,1321458.82
National Total,TRIMETHOPRIM,TRIMETHOPRIM,73120,25813,274197,4534989.49
National Total,TRIMIPRAMINE MALEATE,TRIMIPRAMINE MALEATE,415,432,1807,417741.71
National Total,TRINATAL GT,PRENATAL VIT 16/IRON CB/FA/DSS,13,13,62,8.64
National Total,TRINATAL RX 1,PRENATAL VIT27&CALCIUM/IRON/FA,81,87,277,2555.62
National Total,TRINATAL ULTRA,PRENATAL VIT 18/IRON CB/FA/DSS,16,17,64,0.64
National Total,TRINESSA,NORGESTIMATE-ETHINYL ESTRADIOL,5129,5566,24001,552509.03
National Total,TRIPHROCAPS,FOLIC ACID/VITAMIN B COMP W-C,1468,1269,5990,47748.16
National Total,TRIVEEN-DUO DHA,PNV53/IRON B-G HCL-P/FA/OMEGA3,12,11,26,1195.72
National Total,TRIVEEN-PRX RNF,PNV66/IRON FUMARATE/FA/DSS/DHA,35,37,78,1105.27
National Total,TRIVORA-28,LEVONORGESTREL-ETH ESTRADIOL,945,1088,5681,159401.09
National Total,TRIZIVIR,ABACAVIR/LAMIVUDINE/ZIDOVUDINE,2649,2288,22110,36781335.8
National Total,TROKENDI XR,TOPIRAMATE,74,68,84,48523.77
National Total,TROPICAMIDE,TROPICAMIDE,8828,1680,10764,163336.42
National Total,TROSPIUM CHLORIDE,TROSPIUM CHLORIDE,46419,22816,160925,22421057.21
National Total,TROSPIUM CHLORIDE ER,TROSPIUM CHLORIDE,26384,16411,102685,23482082.55
National Total,TRUEPLUS INSULIN SYRINGE,SYRING W-NDLDISPINSUL0.3ML,684,582,1607,27791.11
National Total,TRUEPLUS INSULIN SYRINGE,SYRING W-NDLDISPINSUL0.5ML,3805,2054,9790,139851.46
